Supplier_ID,Category,Order_Value_INR,Defect_Rate_Pct,Delay_Rate_Pct,Lead_Time_Days,Weather_Condition,Carrier_Type,Risk_Score,Risk_Level
SUPP_044,Machinery,8352859.62,0.94,22.68,40,Snow,Road,73,High
SUPP_015,Machinery,2897043.67,9.64,10.11,2,Storm,Rail,60,Medium
SUPP_010,Raw Materials,382564.55,8.74,5.83,47,Storm,Road,72,High
SUPP_031,Textiles,1800108.32,3.61,15.34,27,Clear,Rail,12,Low
SUPP_017,Electronics,2156558.0,2.25,23.01,29,Snow,Rail,48,Medium
SUPP_050,Raw Materials,9122261.87,2.28,19.73,55,Rain,Rail,39,Medium
SUPP_036,Raw Materials,1609766.27,10.28,18.22,16,Snow,Rail,73,High
SUPP_042,Textiles,9120747.49,13.93,5.8,12,Rain,Air,42,Medium
SUPP_016,Electronics,9840112.85,13.6,2.61,8,Storm,Rail,51,Medium
SUPP_021,Textiles,9157134.91,4.06,26.98,38,Clear,Road,35,Low
SUPP_043,Machinery,6582798.89,13.61,5.89,5,Snow,Sea,74,High
SUPP_023,Raw Materials,4556189.44,14.19,20.63,2,Storm,Sea,100,High
SUPP_039,Electronics,756822.34,12.29,10.73,56,Storm,Air,94,High
SUPP_023,Textiles,5172103.14,7.75,4.11,52,Snow,Air,66,High
SUPP_029,Electronics,4551049.25,11.03,25.36,37,Rain,Air,53,Medium
SUPP_044,Packaging,913490.39,3.63,5.78,17,Rain,Road,13,Low
SUPP_008,Electronics,3690698.02,3.52,7.33,45,Rain,Air,21,Low
SUPP_019,Electronics,225816.95,1.63,5.99,18,Storm,Road,40,Medium
SUPP_020,Machinery,5129676.6,2.19,13.32,50,Snow,Road,54,Medium
SUPP_022,Raw Materials,1875065.25,0.2,14.54,34,Rain,Air,12,Low
SUPP_035,Textiles,2301459.47,2.06,26.72,3,Storm,Rail,63,Medium
SUPP_040,Raw Materials,2274945.57,12.87,24.7,5,Clear,Rail,51,Medium
SUPP_038,Textiles,4917926.67,3.34,3.27,6,Clear,Sea,16,Low
SUPP_011,Electronics,1028531.97,6.79,28.27,6,Storm,Air,67,High
SUPP_045,Textiles,2431356.25,9.4,14.75,19,Storm,Road,53,Medium
SUPP_030,Electronics,2750737.1,0.16,5.71,26,Clear,Rail,4,Low
SUPP_043,Packaging,3191425.24,11.89,20.74,5,Storm,Road,92,High
SUPP_002,Packaging,4604550.98,1.52,27.05,12,Snow,Air,58,Medium
SUPP_025,Textiles,9799045.18,13.04,6.04,39,Clear,Sea,37,Medium
SUPP_032,Textiles,5816987.44,13.7,6.14,49,Clear,Air,54,Medium
SUPP_013,Textiles,8064685.66,1.24,13.0,34,Snow,Road,54,Medium
SUPP_003,Raw Materials,9162352.76,7.59,24.06,55,Storm,Sea,84,High
SUPP_032,Machinery,9775509.93,14.47,5.75,4,Rain,Road,47,Medium
SUPP_023,Packaging,2753590.11,12.26,11.97,31,Storm,Sea,73,High
SUPP_016,Textiles,3455143.97,14.72,19.26,26,Storm,Road,78,High
SUPP_041,Packaging,1707058.21,14.79,24.8,10,Snow,Road,76,High
SUPP_036,Packaging,747183.52,0.94,4.49,45,Rain,Air,29,Low
SUPP_022,Machinery,9291196.04,7.5,25.45,59,Rain,Road,64,Medium
SUPP_047,Machinery,7100406.28,11.0,6.04,26,Rain,Rail,26,Low
SUPP_016,Textiles,6391156.46,1.15,11.48,56,Rain,Rail,27,Low
SUPP_020,Textiles,9962433.71,7.17,24.67,54,Storm,Rail,75,High
SUPP_035,Raw Materials,7974087.69,8.97,26.71,50,Rain,Air,53,Medium
SUPP_038,Textiles,6062828.98,9.49,13.1,22,Rain,Air,23,Low
SUPP_020,Textiles,980916.1,0.35,26.33,31,Rain,Rail,42,Medium
SUPP_050,Raw Materials,3485382.29,2.67,19.04,35,Rain,Sea,44,Medium
SUPP_005,Textiles,9592888.21,2.97,21.8,20,Clear,Air,19,Low
SUPP_021,Raw Materials,3466609.01,0.38,21.0,28,Clear,Sea,32,Low
SUPP_027,Machinery,6339595.21,6.59,16.23,51,Storm,Rail,64,Medium
SUPP_048,Packaging,7517914.43,11.22,5.22,38,Rain,Air,43,Medium
SUPP_007,Raw Materials,2728437.91,14.74,12.1,33,Rain,Road,51,Medium
SUPP_049,Textiles,3549615.11,6.66,3.01,50,Storm,Air,49,Medium
SUPP_039,Raw Materials,2620089.27,13.02,20.41,24,Rain,Road,55,Medium
SUPP_023,Electronics,4904606.94,3.14,19.18,17,Snow,Air,42,Medium
SUPP_033,Textiles,9956669.51,7.25,15.09,39,Snow,Sea,51,Medium
SUPP_012,Machinery,9171722.23,12.03,14.08,25,Snow,Rail,72,High
SUPP_009,Raw Materials,5883043.21,7.44,6.58,56,Rain,Air,30,Low
SUPP_003,Machinery,8325660.08,7.0,15.12,13,Clear,Sea,22,Low
SUPP_027,Raw Materials,6389004.59,13.49,14.24,41,Rain,Air,67,High
SUPP_005,Raw Materials,9302859.16,6.93,6.27,56,Snow,Rail,53,Medium
SUPP_045,Packaging,1687432.28,6.15,27.87,52,Snow,Air,71,High
SUPP_028,Machinery,1296038.76,5.79,1.82,7,Clear,Rail,22,Low
SUPP_047,Packaging,2889770.48,8.83,4.17,40,Snow,Road,43,Medium
SUPP_034,Electronics,1789110.63,9.76,8.12,31,Snow,Rail,33,Low
SUPP_003,Raw Materials,7779372.6,10.13,18.82,19,Snow,Road,71,High
SUPP_036,Machinery,832335.77,5.03,8.2,49,Clear,Air,38,Medium
SUPP_019,Machinery,3924428.31,11.02,20.86,47,Snow,Sea,97,High
SUPP_050,Packaging,6370886.62,0.72,7.0,42,Snow,Air,45,Medium
SUPP_028,Packaging,3692825.52,1.64,21.37,52,Clear,Air,31,Low
SUPP_030,Machinery,2725126.28,14.97,25.89,41,Clear,Road,62,Medium
SUPP_012,Textiles,6518626.57,11.16,1.91,54,Rain,Rail,42,Medium
SUPP_027,Packaging,6349197.01,13.5,19.09,22,Snow,Road,84,High
SUPP_012,Machinery,1201812.46,12.68,5.04,56,Rain,Rail,51,Medium
SUPP_006,Packaging,4864578.78,13.47,27.33,41,Storm,Air,100,High
SUPP_046,Electronics,2195317.16,12.22,7.3,47,Clear,Road,56,Medium
SUPP_046,Machinery,9683677.97,2.3,28.29,6,Storm,Road,52,Medium
SUPP_034,Machinery,5696059.92,5.72,28.98,40,Rain,Rail,48,Medium
SUPP_036,Machinery,218842.84,14.41,2.29,24,Clear,Air,39,Medium
SUPP_022,Textiles,189444.45,8.55,28.04,40,Rain,Air,39,Medium
SUPP_010,Raw Materials,8235441.81,0.3,16.72,30,Clear,Rail,19,Low
SUPP_020,Packaging,5014731.04,1.18,20.85,3,Snow,Sea,79,High
SUPP_041,Raw Materials,7663231.06,7.33,5.33,34,Clear,Air,0,Low
SUPP_013,Electronics,1765244.3,13.1,18.78,26,Storm,Road,84,High
SUPP_030,Machinery,9625263.67,7.82,3.11,23,Snow,Road,41,Medium
SUPP_039,Machinery,2569329.12,12.08,24.72,54,Rain,Air,84,High
SUPP_038,Machinery,5043601.83,6.88,22.85,9,Snow,Rail,78,High
SUPP_029,Electronics,5491809.36,8.24,3.59,13,Clear,Air,12,Low
SUPP_036,Packaging,8540183.75,12.86,3.88,33,Rain,Road,53,Medium
SUPP_012,Raw Materials,836806.41,6.77,3.95,24,Clear,Sea,27,Low
SUPP_003,Raw Materials,6250221.64,5.41,23.88,37,Clear,Sea,51,Medium
SUPP_022,Electronics,6410058.2,3.61,21.7,25,Clear,Road,37,Medium
SUPP_027,Raw Materials,1311677.9,13.01,18.21,56,Rain,Sea,75,High
SUPP_040,Textiles,4540287.51,1.84,14.14,54,Rain,Rail,38,Medium
SUPP_048,Textiles,5834144.15,1.28,6.56,24,Storm,Road,49,Medium
SUPP_006,Packaging,3646797.14,5.45,16.35,31,Storm,Sea,68,High
SUPP_025,Electronics,7978772.62,5.18,24.36,47,Snow,Road,75,High
SUPP_019,Machinery,8327818.34,6.11,10.67,55,Rain,Road,56,Medium
SUPP_045,Packaging,9181837.89,13.63,18.53,35,Storm,Rail,74,High
SUPP_034,Raw Materials,5596537.62,14.68,23.42,12,Rain,Road,70,High
SUPP_007,Textiles,1730149.93,6.96,9.91,17,Clear,Rail,6,Low
SUPP_047,Textiles,3265294.91,8.21,17.0,13,Storm,Rail,42,Medium
SUPP_039,Packaging,4500662.42,14.49,11.94,18,Storm,Sea,73,High
SUPP_009,Textiles,5000288.45,4.21,22.2,10,Snow,Rail,65,Medium
SUPP_032,Raw Materials,260440.74,6.34,23.5,34,Rain,Sea,67,High
SUPP_013,Electronics,5659184.16,3.15,22.52,16,Clear,Road,32,Low
SUPP_030,Electronics,8532799.32,3.05,26.36,47,Rain,Rail,63,Medium
SUPP_027,Electronics,1930407.32,4.3,8.76,15,Storm,Sea,37,Medium
SUPP_036,Raw Materials,2381982.4,1.94,4.59,55,Clear,Air,29,Low
SUPP_045,Packaging,3249253.44,0.62,4.69,38,Storm,Road,33,Low
SUPP_020,Packaging,6606072.98,14.84,8.69,43,Storm,Road,86,High
SUPP_008,Packaging,567636.36,1.79,1.11,12,Storm,Rail,36,Medium
SUPP_047,Textiles,7877894.0,7.69,9.7,13,Clear,Air,14,Low
SUPP_013,Packaging,2882513.65,5.7,22.93,51,Storm,Rail,80,High
SUPP_031,Electronics,820962.08,0.37,3.97,5,Rain,Rail,21,Low
SUPP_010,Machinery,9335269.52,9.6,24.25,12,Storm,Rail,78,High
SUPP_027,Electronics,9811921.36,11.13,4.42,19,Storm,Sea,77,High
SUPP_036,Textiles,997726.89,0.51,12.71,10,Clear,Air,2,Low
SUPP_037,Packaging,1790095.17,10.12,6.03,40,Storm,Road,63,Medium
SUPP_010,Packaging,5078269.0,10.23,6.88,11,Clear,Sea,35,Low
SUPP_025,Textiles,9956409.64,10.02,15.31,53,Rain,Rail,61,Medium
SUPP_012,Textiles,207725.83,10.98,26.77,29,Clear,Sea,63,Medium
SUPP_046,Packaging,4528138.5,3.15,17.43,22,Clear,Sea,27,Low
SUPP_027,Electronics,575617.64,9.43,2.58,44,Snow,Air,46,Medium
SUPP_024,Machinery,8861316.46,0.25,26.59,13,Storm,Air,57,Medium
SUPP_034,Packaging,3349995.55,10.87,15.72,33,Rain,Road,46,Medium
SUPP_024,Electronics,1145915.72,5.9,7.99,33,Rain,Road,28,Low
SUPP_029,Textiles,3632991.33,1.44,8.45,25,Clear,Rail,0,Low
SUPP_033,Raw Materials,1054369.17,3.07,30.0,16,Rain,Sea,45,Medium
SUPP_031,Textiles,6404792.73,2.2,27.7,13,Storm,Sea,79,High
SUPP_010,Electronics,9552878.71,9.2,1.04,22,Rain,Air,11,Low
SUPP_047,Electronics,5241032.42,4.01,23.25,43,Snow,Rail,77,High
SUPP_046,Textiles,3189757.07,11.86,20.77,55,Clear,Road,72,High
SUPP_020,Electronics,6940514.43,3.73,28.02,34,Clear,Sea,41,Medium
SUPP_030,Electronics,2716030.36,7.85,17.41,27,Clear,Sea,44,Medium
SUPP_002,Textiles,7816698.62,5.49,12.79,40,Storm,Air,46,Medium
SUPP_021,Raw Materials,1102760.0,9.46,4.52,5,Rain,Sea,29,Low
SUPP_018,Textiles,7817786.64,5.91,17.78,29,Storm,Rail,44,Medium
SUPP_043,Electronics,5563287.84,2.7,11.98,21,Storm,Air,48,Medium
SUPP_011,Packaging,6459919.51,9.8,26.14,8,Clear,Road,52,Medium
SUPP_040,Textiles,9201936.09,1.51,16.78,59,Clear,Air,23,Low
SUPP_035,Packaging,7581422.11,9.14,5.84,43,Storm,Sea,79,High
SUPP_010,Packaging,7215107.77,1.38,14.45,56,Rain,Air,39,Medium
SUPP_005,Packaging,3407896.6,0.37,12.61,52,Storm,Rail,63,Medium
SUPP_004,Raw Materials,6214846.8,9.99,25.25,34,Clear,Rail,40,Medium
SUPP_044,Electronics,1248794.13,12.79,5.54,42,Clear,Rail,47,Medium
SUPP_004,Electronics,8433255.38,7.56,29.46,44,Snow,Rail,77,High
SUPP_012,Textiles,9000152.01,14.12,20.46,48,Snow,Sea,96,High
SUPP_020,Packaging,4554905.66,12.55,28.89,9,Rain,Road,59,Medium
SUPP_049,Machinery,6238270.5,9.14,25.63,41,Rain,Road,67,High
SUPP_045,Machinery,5648421.46,11.46,21.69,34,Clear,Rail,47,Medium
SUPP_020,Machinery,1459091.59,1.63,16.53,43,Snow,Air,46,Medium
SUPP_015,Raw Materials,3064304.42,11.19,28.97,16,Storm,Sea,100,High
SUPP_026,Raw Materials,9926624.21,10.51,9.52,56,Storm,Sea,83,High
SUPP_030,Machinery,7259351.2,4.74,23.7,9,Clear,Road,26,Low
SUPP_031,Electronics,4878404.09,11.69,12.09,55,Storm,Rail,74,High
SUPP_030,Raw Materials,3793095.16,5.57,16.25,45,Storm,Sea,81,High
SUPP_039,Textiles,8891989.03,7.31,22.12,30,Rain,Road,48,Medium
SUPP_026,Electronics,3454754.74,3.0,17.3,59,Storm,Road,70,High
SUPP_020,Textiles,889490.42,10.31,21.52,14,Snow,Rail,70,High
SUPP_038,Machinery,813397.82,6.45,13.83,10,Rain,Air,36,Medium
SUPP_036,Raw Materials,3188393.09,10.27,26.27,50,Snow,Rail,100,High
SUPP_005,Packaging,9790249.58,5.86,8.75,54,Rain,Rail,38,Medium
SUPP_028,Textiles,7460269.78,2.61,6.51,5,Storm,Air,31,Low
SUPP_012,Electronics,2512256.66,9.71,19.88,44,Snow,Road,82,High
SUPP_038,Textiles,4206200.24,1.19,8.94,12,Snow,Sea,53,Medium
SUPP_036,Electronics,5982772.82,10.68,1.21,13,Snow,Air,51,Medium
SUPP_020,Machinery,423410.14,8.58,27.7,49,Clear,Road,52,Medium
SUPP_044,Textiles,9552478.05,13.8,10.02,56,Snow,Sea,83,High
SUPP_032,Electronics,8492397.99,13.6,16.71,32,Clear,Air,42,Medium
SUPP_009,Textiles,5842340.79,5.42,5.76,16,Clear,Air,0,Low
SUPP_043,Raw Materials,8310518.7,9.99,10.81,9,Snow,Sea,65,Medium
SUPP_025,Textiles,6790760.37,7.93,21.82,46,Snow,Air,74,High
SUPP_014,Packaging,9680252.43,13.36,18.42,29,Storm,Sea,75,High
SUPP_028,Packaging,327018.46,3.78,14.33,39,Clear,Road,7,Low
SUPP_040,Textiles,9918726.34,4.07,25.16,23,Snow,Air,52,Medium
SUPP_019,Electronics,4165971.96,11.28,21.11,43,Storm,Road,100,High
SUPP_001,Textiles,2815016.7,7.52,10.56,24,Storm,Road,54,Medium
SUPP_019,Electronics,4431723.52,8.28,24.09,51,Rain,Rail,69,High
SUPP_045,Textiles,9604169.82,9.94,16.16,9,Snow,Sea,55,Medium
SUPP_046,Machinery,4166642.33,4.56,22.7,32,Snow,Rail,56,Medium
SUPP_028,Textiles,2091939.87,2.92,4.64,40,Rain,Air,9,Low
SUPP_031,Raw Materials,8864925.04,11.65,22.32,16,Rain,Rail,55,Medium
SUPP_024,Machinery,9884287.14,7.03,2.69,39,Rain,Sea,43,Medium
SUPP_043,Raw Materials,4388901.28,2.44,28.48,9,Rain,Road,54,Medium
SUPP_005,Electronics,2719457.64,8.9,21.92,44,Rain,Rail,59,Medium
SUPP_043,Machinery,8822271.72,7.78,23.46,21,Rain,Road,44,Medium
SUPP_009,Machinery,3817808.39,14.32,26.35,55,Snow,Rail,98,High
SUPP_040,Raw Materials,7150838.14,3.86,20.05,15,Snow,Rail,51,Medium
SUPP_036,Machinery,1482832.08,14.99,19.05,34,Snow,Sea,86,High
SUPP_015,Raw Materials,6059008.41,0.84,3.75,55,Snow,Road,62,Medium
SUPP_037,Machinery,9071200.3,2.95,18.85,4,Rain,Sea,25,Low
SUPP_027,Textiles,6867754.47,14.73,21.04,31,Storm,Road,91,High
SUPP_003,Textiles,9484575.14,7.35,21.37,46,Snow,Sea,91,High
SUPP_008,Textiles,3598258.68,3.99,28.45,24,Snow,Road,59,Medium
SUPP_010,Textiles,4518379.76,11.97,16.86,48,Storm,Rail,71,High
SUPP_034,Electronics,7549993.61,9.37,16.66,13,Clear,Air,30,Low
SUPP_031,Electronics,7289252.2,9.49,11.43,20,Storm,Road,59,Medium
SUPP_022,Textiles,1988662.89,7.42,28.56,49,Clear,Rail,50,Medium
SUPP_030,Textiles,4272501.66,10.75,18.51,11,Snow,Sea,71,High
SUPP_027,Packaging,4137623.14,3.34,29.01,38,Storm,Sea,74,High
SUPP_011,Electronics,3749776.01,0.49,7.43,18,Storm,Sea,36,Medium
SUPP_004,Machinery,846630.86,7.17,1.29,13,Rain,Road,17,Low
SUPP_043,Packaging,8085877.4,11.59,27.54,24,Clear,Sea,68,High
SUPP_032,Electronics,6847596.85,0.88,23.7,13,Rain,Road,31,Low
SUPP_018,Packaging,8000867.35,7.68,7.75,14,Rain,Sea,21,Low
SUPP_018,Packaging,2133705.82,8.1,22.38,5,Clear,Road,40,Medium
SUPP_039,Raw Materials,4743402.73,14.4,20.61,38,Rain,Rail,66,High
SUPP_024,Raw Materials,7311216.59,11.06,3.32,9,Storm,Air,57,Medium
SUPP_032,Raw Materials,8590775.6,3.57,4.35,7,Clear,Sea,6,Low
SUPP_006,Raw Materials,9256617.54,13.03,15.49,44,Rain,Rail,56,Medium
SUPP_049,Machinery,7159895.34,9.39,29.15,58,Snow,Air,74,High
SUPP_043,Machinery,3397117.55,7.83,29.4,34,Rain,Air,35,Low
SUPP_037,Packaging,5052695.25,2.25,13.82,34,Clear,Sea,10,Low
SUPP_049,Electronics,5242217.21,8.83,1.25,19,Clear,Air,8,Low
SUPP_030,Machinery,7144492.2,5.56,2.54,30,Snow,Sea,43,Medium
SUPP_031,Textiles,9553992.85,3.68,10.38,26,Rain,Rail,11,Low
SUPP_044,Machinery,5790514.43,2.41,11.33,53,Snow,Sea,75,High
SUPP_010,Textiles,5623154.03,5.86,13.19,56,Snow,Road,66,High
SUPP_019,Machinery,108354.04,1.27,26.56,22,Snow,Sea,68,High
SUPP_034,Electronics,7082695.78,13.81,8.85,29,Clear,Sea,32,Low
SUPP_028,Textiles,5710767.99,13.24,28.32,16,Storm,Sea,100,High
SUPP_018,Packaging,911866.62,10.07,12.9,28,Clear,Sea,47,Medium
SUPP_042,Textiles,539026.48,2.95,23.92,15,Snow,Rail,68,High
SUPP_050,Raw Materials,6966442.17,9.28,15.0,36,Rain,Sea,45,Medium
SUPP_044,Raw Materials,9095172.3,0.53,23.3,44,Storm,Road,81,High
SUPP_044,Electronics,4491228.07,8.31,28.39,12,Clear,Road,54,Medium
SUPP_027,Electronics,5256698.18,1.84,4.74,7,Clear,Rail,0,Low
SUPP_023,Raw Materials,9368873.67,4.69,26.22,59,Storm,Sea,94,High
SUPP_013,Electronics,2515733.81,0.64,3.95,23,Clear,Road,3,Low
SUPP_004,Textiles,2036713.89,5.63,15.55,52,Rain,Road,63,Medium
SUPP_046,Electronics,1176650.67,6.15,15.07,43,Clear,Air,25,Low
SUPP_025,Textiles,8192688.38,2.66,24.43,12,Rain,Road,41,Medium
SUPP_045,Raw Materials,5580914.6,10.52,12.95,53,Storm,Sea,80,High
SUPP_030,Electronics,9301427.64,14.22,3.01,10,Snow,Sea,77,High
SUPP_050,Machinery,2595931.78,6.17,20.65,16,Storm,Sea,67,High
SUPP_011,Electronics,6039714.46,10.49,3.62,12,Storm,Road,64,Medium
SUPP_025,Machinery,2667646.3,10.89,6.5,58,Storm,Road,82,High
SUPP_017,Packaging,4337866.3,3.05,13.7,42,Rain,Rail,48,Medium
SUPP_005,Machinery,4317743.65,8.82,16.11,8,Rain,Rail,25,Low
SUPP_012,Machinery,702511.77,10.97,17.23,57,Clear,Air,40,Medium
SUPP_035,Machinery,8093160.33,5.88,24.08,22,Rain,Road,63,Medium
SUPP_029,Packaging,774810.71,14.0,12.44,2,Clear,Road,30,Low
SUPP_005,Electronics,6481332.87,13.11,2.21,32,Storm,Rail,67,High
SUPP_002,Machinery,8594512.44,9.54,8.34,27,Rain,Road,16,Low
SUPP_003,Machinery,5299417.24,9.87,7.76,52,Storm,Air,47,Medium
SUPP_045,Packaging,3128217.19,10.44,1.47,40,Snow,Road,59,Medium
SUPP_033,Machinery,3549512.69,8.2,3.11,43,Snow,Rail,58,Medium
SUPP_026,Electronics,4181851.3,4.32,9.23,43,Rain,Road,38,Medium
SUPP_025,Machinery,3620743.48,9.19,12.09,18,Clear,Sea,43,Medium
SUPP_022,Packaging,7466707.5,5.75,9.78,35,Snow,Road,48,Medium
SUPP_041,Electronics,8188736.77,13.96,16.81,37,Storm,Sea,72,High
SUPP_006,Machinery,3425411.54,7.52,13.72,19,Storm,Air,51,Medium
SUPP_012,Textiles,1347991.53,0.29,5.46,49,Clear,Rail,19,Low
SUPP_043,Raw Materials,2345809.17,4.44,23.4,38,Storm,Rail,51,Medium
SUPP_007,Packaging,8284433.11,6.47,18.29,27,Snow,Road,66,High
SUPP_041,Machinery,3406722.83,1.44,28.88,31,Rain,Air,39,Medium
SUPP_003,Raw Materials,4623345.91,3.43,28.07,25,Clear,Air,38,Medium
SUPP_032,Machinery,1651795.1,8.49,28.37,19,Clear,Sea,58,Medium
SUPP_032,Textiles,9387554.02,2.65,4.28,29,Snow,Road,27,Low
SUPP_003,Packaging,8625346.04,7.21,29.84,22,Clear,Sea,43,Medium
SUPP_047,Electronics,787045.33,14.89,12.83,42,Snow,Road,96,High
SUPP_014,Textiles,5207271.29,8.85,6.05,45,Snow,Air,69,High
SUPP_048,Textiles,1797018.79,2.75,27.54,10,Rain,Road,46,Medium
SUPP_003,Raw Materials,6001965.62,9.07,2.87,35,Snow,Road,43,Medium
SUPP_031,Textiles,5463098.15,8.44,16.08,54,Clear,Air,39,Medium
SUPP_045,Raw Materials,2679782.54,4.38,15.83,5,Clear,Air,15,Low
SUPP_041,Electronics,1689072.42,6.5,9.33,43,Storm,Road,54,Medium
SUPP_030,Textiles,4561491.49,14.84,2.59,19,Rain,Road,30,Low
SUPP_007,Electronics,4844906.66,7.6,10.16,21,Snow,Air,49,Medium
SUPP_005,Raw Materials,7794475.33,14.12,25.99,34,Snow,Sea,81,High
SUPP_048,Machinery,4132413.39,5.06,4.62,14,Storm,Road,35,Low
SUPP_044,Textiles,6899158.37,3.97,8.39,24,Rain,Sea,25,Low
SUPP_014,Electronics,1919863.28,2.31,3.86,15,Rain,Sea,20,Low
SUPP_005,Electronics,6297245.07,5.54,16.53,32,Storm,Air,56,Medium
SUPP_049,Machinery,7407772.81,6.45,10.68,51,Rain,Sea,49,Medium
SUPP_036,Raw Materials,1042647.4,0.91,20.33,49,Snow,Air,68,High
SUPP_038,Electronics,5111405.31,0.92,16.53,59,Rain,Road,54,Medium
SUPP_041,Textiles,5996251.25,12.16,24.2,35,Snow,Air,80,High
SUPP_002,Machinery,7713776.22,11.24,7.79,31,Clear,Road,21,Low
SUPP_001,Raw Materials,5200114.68,1.95,28.9,9,Clear,Sea,40,Medium
SUPP_027,Machinery,8536794.82,5.88,10.37,11,Rain,Air,33,Low
SUPP_010,Packaging,3665059.59,5.92,4.08,12,Snow,Rail,50,Medium
SUPP_016,Raw Materials,2923952.17,8.83,18.15,51,Clear,Air,34,Low
SUPP_046,Machinery,7465152.79,7.77,10.6,32,Clear,Sea,29,Low
SUPP_023,Machinery,3133163.21,7.66,12.64,5,Clear,Air,24,Low
SUPP_013,Electronics,9318329.35,13.64,23.66,50,Clear,Sea,70,High
SUPP_049,Textiles,3303717.35,9.46,8.98,41,Rain,Rail,35,Low
SUPP_050,Raw Materials,6357200.15,1.17,27.36,20,Storm,Road,59,Medium
SUPP_013,Electronics,5346984.34,4.62,12.39,3,Rain,Rail,11,Low
SUPP_032,Raw Materials,5801817.42,14.37,15.59,14,Rain,Road,60,Medium
SUPP_004,Packaging,3396265.54,5.0,9.26,49,Storm,Air,36,Medium
SUPP_028,Packaging,1847335.14,7.34,21.42,38,Storm,Rail,63,Medium
SUPP_003,Electronics,147304.83,1.22,16.53,11,Clear,Air,14,Low
SUPP_011,Electronics,9320727.68,3.18,11.39,17,Snow,Road,37,Medium
SUPP_005,Raw Materials,5124351.54,6.96,27.12,19,Snow,Sea,84,High
SUPP_027,Raw Materials,3866495.54,7.43,26.99,59,Storm,Air,77,High
SUPP_050,Electronics,86380.3,4.87,13.23,20,Storm,Air,37,Medium
SUPP_007,Raw Materials,425955.84,9.69,8.61,23,Snow,Air,46,Medium
SUPP_025,Raw Materials,2777127.8,12.04,11.94,31,Clear,Rail,45,Medium
SUPP_038,Machinery,743422.43,0.97,27.88,54,Clear,Rail,44,Medium
SUPP_010,Raw Materials,3827013.6,11.35,20.5,45,Snow,Air,92,High
SUPP_025,Packaging,1033789.76,12.2,26.11,28,Rain,Rail,70,High
SUPP_047,Raw Materials,8512590.94,13.18,16.93,10,Storm,Sea,68,High
SUPP_013,Packaging,6509081.95,10.5,19.51,39,Rain,Road,49,Medium
SUPP_045,Textiles,980525.23,6.46,4.73,20,Clear,Sea,26,Low
SUPP_009,Electronics,4777950.12,4.83,23.22,11,Snow,Rail,66,High
SUPP_027,Raw Materials,3091202.54,8.94,16.59,49,Storm,Air,74,High
SUPP_019,Textiles,770274.51,4.43,26.58,14,Rain,Air,39,Medium
SUPP_037,Textiles,250211.13,11.32,14.74,9,Rain,Road,59,Medium
SUPP_027,Textiles,120610.5,12.31,11.43,17,Snow,Air,75,High
SUPP_038,Machinery,2963488.02,5.69,15.76,55,Snow,Sea,65,Medium
SUPP_001,Machinery,9691230.23,14.0,26.25,29,Rain,Air,72,High
SUPP_021,Machinery,8433417.29,5.5,20.15,8,Rain,Air,49,Medium
SUPP_037,Electronics,2029351.31,9.07,2.76,57,Snow,Road,74,High
SUPP_003,Machinery,5488818.65,6.6,22.71,26,Clear,Rail,44,Medium
SUPP_034,Machinery,7723868.59,0.68,6.63,21,Snow,Road,25,Low
SUPP_029,Machinery,9351479.3,12.54,25.43,24,Rain,Road,59,Medium
SUPP_036,Electronics,4323006.58,7.11,5.56,49,Snow,Air,57,Medium
SUPP_009,Packaging,9471683.85,3.69,7.96,39,Storm,Air,41,Medium
SUPP_042,Electronics,9288652.13,8.74,20.34,4,Clear,Rail,34,Low
SUPP_043,Packaging,3488920.68,9.36,2.13,28,Rain,Rail,20,Low
SUPP_037,Textiles,8320895.76,11.52,11.17,30,Clear,Rail,39,Medium
SUPP_030,Raw Materials,5358866.61,0.1,8.0,21,Snow,Air,24,Low
SUPP_024,Machinery,2542305.32,12.11,9.11,3,Clear,Road,42,Medium
SUPP_025,Packaging,5067421.43,13.0,8.0,29,Clear,Sea,43,Medium
SUPP_028,Packaging,8947112.48,3.5,22.46,19,Rain,Road,48,Medium
SUPP_040,Packaging,7936991.64,9.1,15.31,44,Clear,Sea,46,Medium
SUPP_004,Electronics,9844003.69,5.81,5.41,42,Snow,Sea,64,Medium
SUPP_030,Textiles,2631027.4,9.58,14.17,12,Clear,Sea,31,Low
SUPP_024,Raw Materials,9173763.08,14.95,5.46,21,Clear,Air,39,Medium
SUPP_009,Packaging,7850519.91,5.98,19.74,51,Rain,Road,64,Medium
SUPP_042,Machinery,6897778.25,11.8,24.06,18,Rain,Air,74,High
SUPP_021,Packaging,4503321.01,12.46,9.78,20,Storm,Rail,67,High
SUPP_018,Electronics,2764299.23,7.01,26.75,3,Clear,Sea,48,Medium
SUPP_023,Machinery,5581324.57,6.12,14.34,16,Snow,Road,59,Medium
SUPP_031,Textiles,6787083.16,11.7,4.8,56,Storm,Rail,74,High
SUPP_040,Packaging,391264.12,7.51,5.49,36,Clear,Air,22,Low
SUPP_030,Electronics,3682223.29,6.54,19.07,54,Clear,Rail,34,Low
SUPP_012,Packaging,8065802.47,0.97,27.71,34,Clear,Road,36,Medium
SUPP_011,Packaging,5732376.97,0.23,8.48,53,Clear,Air,19,Low
SUPP_032,Raw Materials,4627637.96,4.54,1.96,46,Rain,Road,43,Medium
